target_id,temporal_cutoff,sequence_length,normalized_sequence_sha256
5T2A_A,2017-01-25,1603,18d097de6c461a0d8e7b2cf467246291e83103f42056ad10a0e70f2b61834657
5T2A_B,2017-01-25,1064,114abc207d28c2cfcc7a40b468f095af70f92e695aed36f90437c7ca93daa70f
5T2A_C,2017-01-25,262,7727c680cb5cd2a998d998e45cff968c24fe770ae4541e21a9353ad929c0677b
5T2A_E,2017-01-25,213,56d31ac1b454c3fe37121cf270788171a49d7ae2b4bb4588d95953b0c9f0ba4c
5T2A_F,2017-01-25,73,9ff2722a4c7c743ae88c1daa29bf6a01874d7dafa2242e66dad240feb35cb172
5T2A_G,2017-01-25,183,2c74db0e559bafd1ca530f166373991afed9d2a51dc81957a7b2bc8b2803d467
5T2A_H,2017-01-25,127,c6c7cf12f85fd9e616040535caf8133e65ddcda6ce25e5b728e934ab1ed35546
5T5A_A,2017-03-08,62,bb1e36ff85144082f371110907b118834d370528a7edf7b9ad847433f1710c2a
5T5H_A,2016-10-12,1246,28be6cb24c672a87a5d0addf680376874515bdd122763e4eaecfb4bf35f02cd4
5T5H_B,2016-10-12,941,4d15d7f48ae6f8de811224e44b4a8b98c8665e4a879b4ae8cbadeb3dbc126365
5T5H_C,2016-10-12,169,76a64aacea6c4aa4b022b5f54a260736752d2aa1fdf2b6be8a41bac834e406b8
5T5H_D,2016-10-12,118,928ba9999e520c0c18dc43ff93485b0ca339e10c182244ed697d43463450b562
5T5H_E,2016-10-12,146,21d751bae3b414c0f5b3f9ca926c54937de43f2122de7f8b7f4f65b205353c35
5T5H_F,2016-10-12,46,bf1b0d64e5baa6b029106f728a2670d9a3a881b32646468342060618cb82379f
5T5H_G,2016-10-12,123,224c9d4cbfd046c1ea9aee60724056e57af259991b605b1a295c68d3d9011231
5T5H_H,2016-10-12,91,f8186c9acf905745d01ae9d1d408581012b94d15ed035d925b36bdad952eefc5
5T62_A,2017-02-08,3200,ff9ff792d0de5754d141a45602cc20580712e00babd6131eb798f5769800611a
5T6R_A,2017-02-08,3204,823a389173a5d4592dd75a886f88fb628aa2f0d759fabf3cb0272362858a75fd
5T7V_A,2017-05-31,1419,dc1db082b3a5183a12908f3576c2638e6bcd98aeefbc120fcc87f4319067dfa7
5T7V_B,2017-05-31,2768,0c3bca98029fbfbf723fd8fd331f74279aedccd43ffb8f356f9fb330737bcd7d
5T7V_C,2017-05-31,114,0665a97dba0acda01a6172d1e5144bbfcfebf29173d72906592f2e8edfa93425
5T7V_D,2017-05-31,74,6f3f424177a1eec964c2b592cbf7050ff8469890139f74468b6f3624afc8f454
5T83_A,2017-01-11,95,b91d2150475c671466a7ae2ad0ff224bab0abc54367e126009dbf8ff6059ad8c
5TC1_R,2016-12-07,242,7b7c2c7c8db10f25f8b8f753388d488eb3150d0b9d8f9620b5e50e3b68b465b4
5TCU_A,2017-05-24,1464,df158e13e387b3fde4608c398491f41086845954b4bcbc6ea83292375b66712b
5TCU_B,2017-05-24,2755,42032f8e0825072590fb6776fbb24c43a3f4b9cb568c80b7cc3ba56c9cae17c8
5TF6_B,2017-01-11,72,4d47abcbe4c326303b15256b3a4860fed064e7c0c27b6c24b0b63235075f80b1
5TF6_D,2017-01-11,72,4d47abcbe4c326303b15256b3a4860fed064e7c0c27b6c24b0b63235075f80b1
5TGM_2,2017-01-18,1781,e045ad8a83aa154fbe4ffecec44220d331b16b798726183a92f1c4199ddebdf2
5TPY_A,2016-12-14,71,cb81302ab7c2cfdd220debe8abb6b772ec6dd11670b42cf0dbb9088a9e9ba3da
5TZS_0,2016-12-21,364,689de51bbea6af1a27b0108379204cbffa042c0d5eadbdfa737bfdd282648e64
5TZS_1,2016-12-21,515,521ca65a004ff741e4ac60901176bb1ab3c7b40a9e1fb0821af8300ed50d1c3c
5TZS_2,2016-12-21,126,230fb6933b82889b807c833d28d0c8152c396e6d7e32d383a0b100393fb0a979
5TZS_A,2016-12-21,39,b9b515854e040b8de31d85d597aba28db4467fd0a7d6eb77a31005f4a67a8fb3
5TZS_B,2016-12-21,108,724b4b3d3e8ac7588561ca00eec11693f6b85c03bb6b1302d458a7a4ce4b39e4
5TZS_z,2016-12-21,76,6a10b9a8a33d7814ce73679ace5c43657aa6d63169ce215fd85177c77a94147d
5U30_B,2017-01-25,112,48333164f449b79fd9a809d97735cf11a449f930dfc5481600a950c69665977d
5U33_B,2017-01-25,112,48333164f449b79fd9a809d97735cf11a449f930dfc5481600a950c69665977d
5U34_B,2017-01-25,112,48333164f449b79fd9a809d97735cf11a449f930dfc5481600a950c69665977d
5U3G_B,2017-02-01,85,cc802d0903becf7211bbda67e7295514308ebffc174ab05a4057ad67ad2be46f
5U4I_a,2017-01-11,1523,cc18c3e8d7509378b91f09a85b3e87e724836c7c6d6811ba98e1e30aa52d1b59
5U4J_a,2017-01-11,299,e0484202e8c8df2b39dd189bc1034c95484b803cbc16f1d68caa5d8126e4dc02
5U4J_x,2017-01-11,77,a8b8c93e525d95e16a5b1685e97066cbf9d3d9dac8f6d354619db950ffa108e0
5U9F_01,2017-03-22,2903,864738b6ceffd562163e4515bff8778d1db45d8c9fda2c54167661f3be4690c8
5UA3_B,2017-11-22,20,c9ebcfb7ece543c4d5c4fd002b4db241b5f5dc186df384c83e729437aed85f06
5UC6_B,2017-10-11,15,7cbf83a86b1cb2eb8e70bd7565315a41dcf28bd4615bc3b51d9e9dd99f2d9681
5UDZ_V,2017-03-22,25,f3fb9004aad741e2fb88936f40bae0165c5c7c101f3658c18b179460b20f5333
5UDZ_W,2017-03-22,25,f3fb9004aad741e2fb88936f40bae0165c5c7c101f3658c18b179460b20f5333
5UF3_A,2017-05-31,23,cd416fad81f4d620ffb211154dc9526f84cd07d636f35cfd056c1bb3de3d988f
5UQ7_y,2018-03-07,77,494c9e7bfc24981da79fc14bd62299d4b8fd3ca8b90c04207ad267fcf9e010a5
5UQ8_a,2018-03-07,1501,648961db9339aaa8c7ec10abfbee2b02851c2818babbb92b453181de9b19a3cc
5UQ8_x,2018-03-07,55,6dede72f154b038b67161b8a798f669a259e7eaf4e9731af4dc013eba75dfc35
5UX3_A,2018-02-21,22,62281cd91d7bd99856a46db2ed6b8eb0d89aa0805e1eb7def2e30afc770611af
5UYN_Y,2017-06-07,76,87ca17862c63487980fabcc3cf2501f38c4c74d75c381fc4e4ba29683c0d026b
5UZ4_A,2017-04-19,1527,6d392d997bc8a0be5b710b547266e383572903123319bd6631036c3ed222d448
5UZ6_C,2018-02-21,23,20c32be1b4f5f39eb3c4c46aec117af9bda5650eaa65b2160a7b486d3137c71c
5UZ9_M,2017-04-26,60,81c08b206f74c6e680ff34474823ed1f0ed8b8fd2f61dda9415cb723ca5b3e44
5UZA_X,2018-02-28,71,6fc065ccaac1fc481819950f7a1aec52f521bceb2400fb3569de930d11a0547e
5UZZ_A,2017-06-14,31,f01a2d711b40bdaabc4ba0dadbfac53f280dbfa3393ba00e0010bf5ffce0afb5
5V17_A,2017-07-12,41,7a436e9287ab3953cbb913df18c9beb14e80800f50bb0f03cdf3013b32f6ea40
5V3F_A,2017-05-24,31,0c570edc824dc8048e844bcf261261b353e26cde51fc5082022c1a264bade48b
5V3F_B,2017-05-24,31,0c570edc824dc8048e844bcf261261b353e26cde51fc5082022c1a264bade48b
5V3I_A,2017-07-05,186,978e2aa9f469e66b863bf60727431814aa9f489f07871ffd616b51baa921203b
5V6X_C,2017-10-11,72,06baa57c0720aa5af629e4d3ffd1c8157857c1bb94a3674c5032ed00e7336c55
5V7Q_A,2017-09-20,3118,7d4f52f1731561db96bd939a0d5ab2eb21860ad6142fb16abb9ea519102b163b
5V8I_1A,2018-03-28,2851,d222f0565294d60a0b20487f4c0851004dac553d44d1a2c1537881c30433c72a
5V8I_1B,2018-03-28,120,042fd305ecbaf0a74135fc082926f9608e8f75b14b84f7aa596e4215678c6eb6
5V8I_1a,2018-03-28,1488,ed6178bec42113b7c36f72fdabb46d3999a9667f474a8acc5887d6c37235e25a
5V8I_2A,2018-03-28,2847,c9eecabfeb1b02bec6f362f9ab561667a843917fd221d79f1d0d400cee3d2fcc
5V8I_2a,2018-03-28,1492,149be1cbdff666c5412d518376e12accd4681a9422dfd6119dc776b1e51c22b5
5V93_a,2017-09-20,1519,d992011a7978a54e133bc41bd8a30948f491ef289bfa57c02094a8d25e69ca0d
5V9Z_A,2018-02-21,23,bb32132c7d39cc25ee92a6e5c57ac39b337dc2df3d69613bf01c354438911578
5VCI_A,2018-02-21,22,8690a16eb9ae2779f2b43618a8cbded1e9ee0bccb37a8843054477b802b7c15b
5VHE_B,2018-06-13,24,5cd95eda83afc25952f738e6ab13dfeaf4d88b8f1465d232cfd2cafa3b1b7eec
5VJ9_A,2017-06-28,16,0a1df43ca51f264de2bd1d307da8aeeb101a4fb120505597378158a3774bfd3a
5VJB_A,2017-06-28,16,0a1df43ca51f264de2bd1d307da8aeeb101a4fb120505597378158a3774bfd3a
5VOF_A,2018-06-13,17,ea748cdd016f9d5dc1c071b18917dcb751a47f9fd7d583d2bee0964a0040ed55
5VPO_QV,2018-09-26,18,7556d97fe1fce995ff98b749db6058f2b4aaf744c3b0e41190385eacd69b1437
5VPP_QA,2018-09-26,1511,f63d83a2dc888c01f52848a3ecdb6a03584a877432fa0fd8bfd3eaf9ab781a61
5VPP_XA,2018-09-26,1515,a930cbebcc99c56df6c5a3c17fa1d18c1bc8aa830f173eb336206151d68613e4
5VSU_I,2018-05-09,83,6dcd23c95bba89766ac36d6fb56537b023bf9dad41cb186e275bd08e9ffe518c
5VT0_R,2017-11-01,144,2eb41b9878b57000ffbdedbe1f54e985f03bb915390bc02597de089cf05ba4c9
5VW1_C,2017-06-28,85,e46076f854c01756c9ecf914e19faef85736057e6dd4ba7f55a05f98bba4944a
5VZL_B,2017-07-26,118,f50a41f07111d040adab4dcd04b8f9230895bdd490f88307707f5ee80ce710d5
5W1H_B,2017-09-13,52,2c9db443520b53942862ed80be6ccb5ec133a3ef327d9eadf260be36c868906a
5W1I_B,2017-09-13,52,2c9db443520b53942862ed80be6ccb5ec133a3ef327d9eadf260be36c868906a
5W1I_D,2017-09-13,52,2c9db443520b53942862ed80be6ccb5ec133a3ef327d9eadf260be36c868906a
5W4K_1y,2017-08-30,76,8f304d38480c65a1254057127092e2f589f114c63a6df70f7c36c6f95255ecad
5W4K_2y,2017-08-30,76,8f304d38480c65a1254057127092e2f589f114c63a6df70f7c36c6f95255ecad
5WE4_A,2018-04-25,2876,e733000c1d4cdee45c040fba2da746db80124efa891d43c93b794aacf28b46f4
5WFK_w,2018-05-02,77,a8b8c93e525d95e16a5b1685e97066cbf9d3d9dac8f6d354619db950ffa108e0
5WIT_2y,2018-02-14,76,8f304d38480c65a1254057127092e2f589f114c63a6df70f7c36c6f95255ecad
5WLC_L0,2017-09-27,488,a0238b2903c7428dc7afebd85c406dd17dd666d7fb311547a1a315b9ce7a2e4f
5WLC_L1,2017-09-27,1025,23bbe484c268dd4fd8998ca07f4d27abe2b423fecd82ac7a180770668de37826
5WLH_B,2017-09-13,54,6f177fab026728ac0fb2da443aff5bbac2430faa030ce144a83512043e8a3686
5WNP_b,2018-02-21,15,deee024e7a14596a4fdf93ee89be0af7bfce4233d457fd4a7b2d22d94f3c3b97
5WQ1_A,2017-07-05,23,a5782f773b2a8f976e0d4dbed223c01b612482daa12ad22c8fd9f1fef03721c7
5WQE_B,2017-01-25,112,9917e59538bee7b41e50be3d81bec2c4d519a1b231a22d294720f11cf129769e
5WSG_D,2017-01-25,214,b8338b9f8bf8d3bce735a50ff2b28d53001b2b6582fae77d3205c82394436398
5WT1_C,2017-12-13,76,c7e4f95a175b40e678c9508e860ea0b7c164e359ad70e05776d2eb66d4a55a08
5WT1_F,2017-12-13,76,c7e4f95a175b40e678c9508e860ea0b7c164e359ad70e05776d2eb66d4a55a08
5WT3_C,2017-12-13,76,c7e4f95a175b40e678c9508e860ea0b7c164e359ad70e05776d2eb66d4a55a08
5WTI_B,2017-11-01,123,698796ebed1ef3840dc6e7841516e7f7f36e7304f186506de3a557875036dc8f
5WTK_B,2017-02-08,58,e23adcf442e6e6a10f068b93f0ad2e4164e6b571c2d956e002f03196d62667e3
5WWR_D,2017-06-28,75,f1eff9948cefeda123804cd2e43366afe3e2f281b1e8e8974c34aeb66f12e4a0
5WWS_D,2017-06-28,75,f1eff9948cefeda123804cd2e43366afe3e2f281b1e8e8974c34aeb66f12e4a0
5WYJ_3A,2017-03-29,157,49b4d665984c61d61669e7a4f21a96ca6dd28789a57670d3e4849f10ea9053d4
5WYJ_SA,2017-03-29,1115,5122298e439c93c41262f497f4121886453ff5e6f624bef63e0b480433f7b7df
5WYK_5A,2017-03-29,703,c4bbd62072c7e1b0cc2651896e3dffedcacf3699abac8e5238af08c5a83af7b7
5WYK_SA,2017-03-29,1000,f7badfe494634744a9e4ba7cd9dcd62d5e5b09d282fea1097169653ca8798527
5X2G_B,2017-03-29,93,4a376d8265d76977459ac557fc59f33cf323d5d76e23c524e9b5bf56fa6e7578
5X6B_P,2017-12-06,75,a536f7c81698b05a3365ace6590471cb00691fe989a4fc223c4ed003b4f8ca0c
5X8R_a,2017-06-07,1480,82ebbe3b2521a4d01546b52376f1c29d9aa67de71953ee73c7009388d251e2e8
5X8T_A,2017-06-07,2809,f0030e047a28d6a05ffe3fff944ed3840161920d5124bd67b69489989918767a
5X8T_W,2017-06-07,106,dc9edfb70ff55122b4473779edd1962a6bda1d1f9b330ae51ebe29f16d41108e
5XJ2_G,2017-11-01,10,90eefaaf7953d8b2fcdcbab80e50054a8d8ff937e3b1dfe318549229468d236d
5XJC_F,2017-07-05,107,35d163c865022ca3c8322306fe660be86ca299b115056fc771affd5210712004
5XJC_H,2017-07-05,188,1433100b8169f15fa72fee6f5a1a7852066b4364a1a4f9cb55c288b1b99e5db8
5XMA_E,2018-01-24,36,2782669633f4acc2cf324c54843e8a27bc58def204184fdb873f2487b495a53c
5XTM_B,2018-02-07,47,00574fa238ff0899a2428afa402c3d11f25e9b41afea927607e86411b0a0c8db
5XUZ_F,2017-08-09,40,89ad55364fb0ecf08dbbd78a1be2308a03c69582c6d4f307907ab3e583e03566
5XWP_C,2017-09-13,59,ced25b408c5d28185f7ad99edae714c97ffb3f6b5649bd5074b8113463902fa3
5XWY_B,2017-09-13,59,ced25b408c5d28185f7ad99edae714c97ffb3f6b5649bd5074b8113463902fa3
5XXB_1,2017-08-30,3077,4a3c1f815805e886f79ad39a6ff5468595bf4e664be07abece12c699a1a32eb7
5XXB_3,2017-08-30,124,76a7efb6eab5f9c02f735fe3ebcf64b230e7fdce6acda6df0d73a205fe533e68
5XXB_4,2017-08-30,158,68b30bb7977d213ee56a1972ff8297dc59e07703252d27bb23d4be1221fc4607
5XXU_2,2017-08-30,1619,5377db6745ec50e4cebd07c3858549abb348b93f780cb11c3cb5447b180c511e
5XY3_1,2017-08-30,2544,d774b28664683a58fee813ea2302e769895901c96761e4c12989035a21a49d38
5XY3_3,2017-08-30,118,628bee031fc4906b9fcf3c850e4c557bafb36539e053a12a681e277406809f77
5XY3_4,2017-08-30,162,d137dc328c9d5bae85397854e309e2c7e666a6c2977b7bd8d24dbc7eb09e9b9b
5XYI_2,2017-08-30,1490,b4d95227e919f285e7034a2f561f4d14b553e9e01df51eb00cec4527b95cb8b2
5XYM_A,2017-09-27,2665,b9b01813f5233e2364961b86dfafae4e5bd8945c70e9208c22704242dee0045b
5XYM_B,2017-09-27,118,9c87231d05763d1831a3023f899f39bfc82aad71300dda9c67718b3bf01b7d9c
5XYU_A,2017-09-27,1379,ccf8616c2eab57eb914196b9f0d98d288150ecb8cb40d304dbb4d169d97c9f7a
5Y36_B,2017-12-06,99,2f7160dcdb654688f483b26be3a7783e405f8dce2ad719972eb5510527754d5e
5Y58_Z,2017-12-20,30,9318ad27ada6691a7dacb6c728c11e7c896c2462e974ed2f97cf1b689f6b148f
5Y7M_B,2018-02-07,51,dab706bd6b77253d0825efa41d62c94b384019100aca7736b85dc2b134ff65f8
5Y87_D,2017-11-22,50,89153d67de4da1220711c3e1ee33275c770df473647d1195f53e029613ea1ce2
5Y88_D,2018-08-01,112,e59c3193799e1f2eba9f1d068c3a70ce2895e5447a65f5eab07cf076a24b9bae
5Y88_F,2018-08-01,82,6b08a2af3440a2eb7f0d3fbefed20bf1a3ef93fea9a24316ce50d6b3223d2f86
5YDT_5A,2017-11-01,19,3233c48392839e201a38ec8aea5ab90ab36cf05164586988eae12aa2b0ba6172
5YDT_SA,2017-11-01,64,3978e05cfbb514fbe4a876920920258edaa6946107e96d17c365f29373cffb4e
5YLZ_F,2018-07-18,91,71718260154ce722ddcc045fa6c92889cb1abb2850399e72ad67912a38769295
5YYN_D,2018-12-12,77,d2de7944af4951f7fbf7ea05978e29477b01ea09b970cafde99829461c28b493
5Z3G_A,2018-04-11,1501,0772ff827a09789b2c37fcf8c75170fc081ed220fa155b563b4de72d560f6dd8
5Z56_H,2018-09-19,188,1433100b8169f15fa72fee6f5a1a7852066b4364a1a4f9cb55c288b1b99e5db8
5Z57_B,2018-09-19,117,e7d28741c27c02612e722f9447e396cd374364fecd5d24329f439f41af2416c2
5Z58_F,2018-09-19,107,35d163c865022ca3c8322306fe660be86ca299b115056fc771affd5210712004
5ZAL_C,2018-05-09,73,c2cc3cb78dcbcd67d7261c8470e1f56df108326e09f9f1e184aef5a008ab9f37
5ZAM_C,2018-05-09,44,819f671b0731e3fa50553d93da89e20395845859d0d5f4518d4942c01c0fad9c
5ZE2_I,2018-04-25,31,0b81672895b128d884a17e17c476464e05427a3df2e11fb862f0ba81a163844b
5ZE2_J,2018-04-25,31,0c9815a81d99565cf10dd76fb5e0ba013cdeeae0b5bc2461ba1b14e0635f88ec
5ZEB_B,2018-09-26,118,9c87231d05763d1831a3023f899f39bfc82aad71300dda9c67718b3bf01b7d9c
5ZEB_v,2018-09-26,77,a8b8c93e525d95e16a5b1685e97066cbf9d3d9dac8f6d354619db950ffa108e0
5ZET_A,2018-09-26,3102,e565dc809820f0fafdd890c555610e720a048db28443a37a8d7a862e37cbad23
5ZEU_a,2018-09-26,1506,b47c7cdf7eb91f6d06ac996b26fc1dc90dd2981eb2a71d7d7fda67f8b3161c4e
5ZEY_A,2018-09-26,369,6074cc50c2538c8c58e6810f3456ffe106189c09bb130c6f65c02ba4432f8563
5ZLU_DD,2018-08-01,77,35b4711f39920905bd0a4b59fcb055939d80a0f101d42c1c53fcdeb69939a410
5ZLU_G,2018-08-01,1514,db33cca07efa21f748c760843c667a3fefb4bb856532f05a0b66131fe4e59689
5ZLU_V,2018-08-01,2875,9005f5cb4a8de7d43fa79af1df4c37eb39318981ccd0322f41d0f7b5332dbc2f
5ZOF_D,2019-01-30,14,634223519d635da49332f4b1f1a058c660a7c299f3c9f982a3a60776e18cbe86
5ZQ8_D,2018-10-24,12,7a1e8ec1d0f28d91cbcd116c30433c8cfe8d1c0e2f8d090c5cc21d265155ad77
5ZTM_C,2019-03-06,55,bf99f691e50857a85026c845f15eb72113604b7d68e38ccac8ace976953e4b01
5ZW4_D,2018-07-11,17,204d49a2dcf4d187f9a10b35f752934b379782dd8ebe8e1ec143ae31307a0b44
5ZWM_H,2018-08-29,206,6d84e340bb67c8e005b6ad0fa50b5040d00d9d74efffb32196cc469fc0b24645
5ZWM_I,2018-08-29,160,a3d0e32858fa64db54a8e476c23ea7181acde82a65910a13b4af98d96ac2145c
5ZWN_P,2018-08-29,568,dbfde3f863795c860836ea3a6ca15f8f7e1e73bbc665b68aa15c80408491ef30
5ZWO_B,2018-08-29,214,b8338b9f8bf8d3bce735a50ff2b28d53001b2b6582fae77d3205c82394436398
5ZWO_F,2018-08-29,112,796ef417dfbd73774705138e85808b3cde9f8cbd7be19e7f08c3e2d1e80b5893
5ZWO_H,2018-08-29,150,7c34b53ff1cfd7ef21996bc3afe050986fc994c284157f536319e0c021875fdb
6AAS_A,2019-06-05,28,e01a8ebac1ddffe9dc3ef515cc29ac7dda3654a63196d250cbd7c77845419670
6AAU_A,2019-06-05,24,fba93155e7304d84a2b10a4277261ff542b4c372ebba77e3b076f6561bca73ed
6AAY_B,2019-03-13,59,af9b2e23f94329037a87073697cdbf15de8c7826cec2fc1c3303bc52d12121f9
6AEG_A,2019-03-27,100,216feeefd99017532399aaef7344c7301a580ba210ccdaf7317c91a5a93ab433
6AH0_F,2018-11-14,107,35d163c865022ca3c8322306fe660be86ca299b115056fc771affd5210712004
6AH0_I,2018-11-14,144,7abbfecace83442f078fe260893d9b17cb41cb0df8f0859e5c31c530fbccc71d
6AH3_A,2018-10-17,369,4733d5462b00997c50686a2364e49126e5e6680c20b8b76e9dde6e6e3ccab2df
6AH3_T,2018-10-17,80,74be7de2952dafcd97b08fe8f6ffb77fe2929cac133135572a8e08562cb2d2bb
6AHD_F,2018-11-14,107,35d163c865022ca3c8322306fe660be86ca299b115056fc771affd5210712004
6AHD_I,2018-11-14,144,7abbfecace83442f078fe260893d9b17cb41cb0df8f0859e5c31c530fbccc71d
6AHR_A,2018-12-05,341,a7cb747f3c271532931cb40b03ccc4b6973a471f33c9198dfffbf11f81342c7e
6AHU_T,2018-12-05,72,88fa748a669f48b19ae1ebc854db9cfd15e71fe77841e9e7089027bfcc1b5aa2
6ASO_I,2018-05-09,69,d9a56a67c23816189c4532654f9be4d60d6c83e8d305a48fc1a117cb76a14c54
6AWC_A,2017-10-18,1443,d913e79c4d1be40c9e2bcab52ce773c9a427ea4be019f2853f07dcd1ce25c337
6AZ1_1,2017-12-06,1724,d729935e67137796c3c1f36d7aa85b585d534b328533307e07e5e7aa8dc89d59
6AZ1_2,2017-12-06,76,6209ca9eeb8f13803d376d20d94deef321b7c0ed44a9fc869990e81cd918df30
6AZ1_4,2017-12-06,76,6209ca9eeb8f13803d376d20d94deef321b7c0ed44a9fc869990e81cd918df30
6AZ3_1,2017-12-06,1595,72b504a958b997ad5f9e66e2cce90bae91255405907968a553acef3267b0b6d0
6AZ3_2,2017-12-06,1041,61a39f00946ceeb93dfbd041f07ba7e313fad5e19991cd9a915617723dd4ccb7
6AZ3_3,2017-12-06,211,87054d8e7ac9757e959b9f80c348a5e63f2fb54f1b8f59cf0a342b4ddb0a61f1
6AZ3_5,2017-12-06,133,5a7f2acc6dee4e1a58cb96fb796a1559487c14c01f393169d92cb38250dbd767
6AZ3_7,2017-12-06,171,49e5ae442a37a93b59b6dd0c2a042a59931cd7b9816deba2da236879d387de29
6AZ3_8,2017-12-06,118,5f2a51cb264d772239e9c6f444a8b378ed7a281de6acb0ef1452e3b0de94d4e3
6AZ4_A,2018-02-21,32,51159301c29da0317013599b3806f1c9207d11f82c6ad91e56eb9451ee1a77dd
6B3K_R,2017-12-27,83,d075f7a5b0073e809b03157aa5b542f0bfa0f6f6925935a0e54920a9a6837ed9
6B4V_FB,2018-02-07,2869,708cc20ec54197df702b61c28eccd22cf4f2244c48b8133d87a6a2bcd0490fb3
6BHJ_E,2018-10-31,38,41ada0a5ba8370bd4909ab83f238f62e06d1ea0dfd4284e61a1dd902ac8f9bd6
6BK8_2,2018-02-21,135,23e307399f95b1ccc80808abef30898cd69f17eaf09f8e035184aa673ab1be9b
6BK8_5,2018-02-21,103,b6e2683cab8f83462a8369b4362afa0f64934b719a84390c516a784569c26de8
6BK8_6,2018-02-21,112,e59c3193799e1f2eba9f1d068c3a70ce2895e5447a65f5eab07cf076a24b9bae
6BK8_i,2018-02-21,59,7516f476bc121345093322fabc17e8e9a413350a2394e65ee6835a846aa65d52
6BMD_A,2018-02-21,22,e3c5ccfcf932505e98ae831e5b6508bc7b1d7a82389dec15ecbc4c1fbb9521e9
6BUW_QA,2018-11-14,1500,142c81221833c2ad7177c8f0e9811ff05e0fa7517c90482487cb70a79194f67b
6BUW_XA,2018-11-14,1500,0f82bb86fb48193eb3b11695b4d3ee825f304f9b9d4355b2d37e9e05c977891e
6BY1_BA,2019-02-27,1541,6587f7d58f527346bfec308cfbfbcf590869ab1b71f87b741e1aceb9e45afc68
6BY1_CA,2019-02-27,2867,31d8038ca64754e24a3d62a182504c9afc2f94d3136ed017fbdb75739eea6908
6BY1_DA,2019-02-27,2869,52cb004dfc72a466120241c6962cd85b47c18e3b17c40f1e9c0477aa6028e086
6BY4_A,2018-06-13,14,619d665c54bc558cce18befff02b10078907a9b0c59266f0d676354273ddeba3
6BZ6_QA,2018-11-14,1498,3f76442c5759b2eafe611a3abbea20c4cd297cf593d713be6d1c30a5d706f533
6BZ6_XA,2018-11-14,1500,155b77fffd297ff09f6871d614594303f299badfd170903f8090477806acec38
6BZ7_QY,2018-11-14,17,dd0abf7112a7ec52c0899e06a16ea690528e10e09ed3731f0f7540fe144f4752
6BZ8_QA,2018-11-14,1500,6d9af3d96a9e53b5dc8016f3ecb8d179b41e48170363c3995b054523c701ff7c
6BZ8_QY,2018-11-14,17,fcc61f2a37a6fb8d6b35f50d89451f4b3714f9c9dd89e9452539e3f58c8bfd21
6C0F_1,2018-03-14,1357,26e3308a052f1c71f1f32f0ad3e2081a418534e970e3d53d86dafc6993e18fdf
6C27_B,2019-01-09,47,3f1dfcdd53757f36f67078cc9abdd19eb667e9fa32df807d2cf660542779f485
6C4H_A,2018-02-21,619,5028eeba040e33e657bfe05e7daffa86eceaad8ab7e0cf505beef748e7c7c71e
6C4H_x,2018-02-21,12,dc4814c18f342baac821fa50899e21605845b67accc98b62542002abefeda0fa
6C64_D,2018-08-08,36,0bdbf96ead2bceb94db9fe5b026b7364b70e5559c92c1e3704226d6567c1b1da
6C65_B,2018-08-08,36,b658eb685e3ed3679e9cb7618fe322d6da24aa9dbafe3033937a1e6b351a28d3
6C65_C,2018-08-08,35,44800eeb77e8d0d4d10e511d7be5f6c43ef3aa525599092e6bdd75a098652486
6C66_J,2018-06-27,61,f27d070098131ba143ec6351a99047d4f5c8db317b9cf24343186595c6dcaedb
6C6T_A,2018-07-25,29,a0d0fef92ce829b8ba4c0722e33cc6f9764b9f68418457cafeb7b545b3778e3e
6CAE_1y,2018-04-18,68,942316930da9808065d7b621ebb15e513a53688eaea826be5cb7e49cba803d31
6CAR_A,2018-07-25,1497,29a69b96ab6759ea3626c557731b62bc7d4b75081827eb3d565b7fe71fab940f
6CB1_1,2018-03-14,1370,19c8af9f21681d492f29f7d29ee6d42c9b809ff4721d13b0fa4a9dc0e8be5ada
6CB3_A,2018-06-13,101,663273fe60fef543bf089fe2e80ac86bce177098e1c3fa72f96037670a8a81e1
6CC1_A,2018-06-13,101,dc3019dd15d926e77ef4386334b35fe6f214db60cb4c62e34fcba954126f4767
6CC1_B,2018-06-13,101,dc3019dd15d926e77ef4386334b35fe6f214db60cb4c62e34fcba954126f4767
6CC3_A,2018-06-13,101,2c33b933692fb48fa9df0d8cad49df9912679b51b7109d0f6eaead3dc8f708f7
6CC3_B,2018-06-13,101,2c33b933692fb48fa9df0d8cad49df9912679b51b7109d0f6eaead3dc8f708f7
6CCE_O,2018-08-15,57,316ca3ed8fd01838b1006fe6c5480d2a5318680dd65563f5349beca83712fd48
6CFJ_2A,2018-03-07,2789,76b59000ad3efb4a6206aae97c62b896aae8dab17078a2159eae4fc76ea36b95
6CHR_A,2018-11-21,625,c2a58c55c0f1195ae00e50bf13146da8427548448ec8bb1296005a3289de2634
6CIH_A,2018-11-21,621,da8089fcda6eb104b20bd43e46799ab908b2a1a4bf439f91971a87ac38f57638
6CK4_A,2018-06-20,117,911a4a9e2c1c6fef8f7bc6abca55d669ef6bb3af1797ac5460eb34e80854bdd0
6CK4_B,2018-06-20,117,911a4a9e2c1c6fef8f7bc6abca55d669ef6bb3af1797ac5460eb34e80854bdd0
6CK4_C,2018-06-20,117,911a4a9e2c1c6fef8f7bc6abca55d669ef6bb3af1797ac5460eb34e80854bdd0
